Pergunta,Resposta
erro ao acessar aplicativo do plano acesso ao aplicativo do plano,"Em caso de problema de acesso ou erro no aplicativo, você pode abrir um chamado para o nosso time analisar. 
É importante que antes de realizar a abertura do chamado, desinstale e reinstale o aplicativo, se mesmo diante dessa operação o erro persistir, basta tirar um print de tela com o erro  e nos enviar na opção e-mail que fica logo abaixo! "
"Não consigo acessar a platsforma, o que fazer?","A Plataforma é nova e em processo de desenvolvimento, seja na criação ou manutenção dos processos. Lamento que você esteja com dificuldade de acesso, mas vou te ajudar!
Primeiro, é importante utilizar a versão mais recente, para isso basta utilizar CTRL+F5 quando já logada.   Caso o erro persista, favor enviar uma captura de tela para nosso time, basta clicar abrir chamado na (Pri), desta forma nossa equipe vai investigar o ocorrido para solucionar o erro."
"Não consigo realizar uma operação no SOP, dá erro, o que fazer?","Durante a realização de uma operação no SOP, sendo ela uma efetivação, solicitação de estorno, de aporte entre outras e apresentar algum erro ou mensagem que impeça a realização do procedimento, é necessário abrir um chamado via formulário, clicando no botão E-mail abaixo e abrindo um chamado, com a imagem do erro e o CPF do participante."
esporte radicais  esportes radicais questionario  para que serve os questionarios de esportes radicais  questionario de esportes,"Os questionários estão disponíveis na Plataforma > Documentos > Pesquisar por Questionários. Estes questionários são utilizados a pedido da seguradora, quando o cooperado é praticante de algum esporte radical.<br>"
"Contratei risco, mas não debitou somente aposentadoria, o que fazer?","Sim, caso no momento da contratação debitou os valores de aposentadoria e risco e no decorrer do processo, o risco foi recusado, em até 7 dias acontece a devolução do valor diretamente para a conta do participante, sem necessidade de acionar a Quanta. "
como cadastrar estrangeiro  cooperado estrangeiro  estrangeiro  participante estrangeiro,Nestes casos o procedimento é colocar o país de nacionalidade e a naturalidade colocar a cidade de residência atual.
Como é atualizado a renda mensal quando se aposenta?,"Em planos como PGBL e VGBL, administrados por bancos e seguradoras, quando participante se aposenta e passa a receber uma renda mensal, a forma de atualização dessa renda é feita com base na inflação. Acontece que a instituição continua aplicando o saldo do participante e recebendo a rentabilidade. Já que a responsabilidade da instituição é atualizar a renda pela inflação, é “opcional” o repasse do excedente financeiro, que é a rentabilidade que excedeu a inflação do período. Algumas instituições apenas corrigem a renda e não repassam o excedente financeiro, outras repassam apenas um percentual. 
Vale reforçar que não existe excedente financeiro nos planos da Quanta, isto é, 100% da rentabilidade é repassada integralmente ao saldo do participante e não apenas sobre a renda como nos planos abertos"
Como funciona operar por expectativa de vida? ,"A opção de renda por prazo indeterminado por expectativa de vida é proveniente de aplicação do fator de conversão sobre o saldo da conta benefício, sendo este fator apurado com base na expectativa de vida do participante ou beneficiário e na taxa de juros adotada como hipótese de rentabilidade real.

De acordo com a Nota Técnica Atuarial vigente, para efeito de cálculo dos benefícios são consideradas duas hipóteses atuariais, quais sejam, a tábua de mortalidade e a taxa de juros: <br>
a)Tábua de Mortalidade: BR-EMSsb – 2015 – f;<br>
b) Taxa de Juros;<br>"
acessar movimentacoes de conta  acessar saldo  acompanhar movimentacoes de conta  acompanhar saldo  como acesso meu saldo  como acesso minhas movimentacoes  como acesso o extrato  como acompanho as contribuicoes que o participante fez no plano  como consulto meu extrato  como consulto meu saldo  como consulto minhas movimentacoes  como vejo minhas movimentacoes  como vejo o extrato  como vejo o saldo  como visualizo meu extrato  como visualizo meus saldos  como visualizo minhas movimentacoes  consultar movimentacoes de conta  consultar saldo  dado de debito  extrato  extrato de contribuicao  extrato financeiro  extrato previdencia  extrato resgate  extratos  movimentacao bancaria  movimentacoes bancarias  onde acesso meu extrato  onde acesso meu saldo  onde acesso minhas movimentacoes  onde consulto meu extrato  onde consulto minhas movimentacoes  onde consulto o extrato  onde vejo meu extrato  onde vejo meu saldo  onde vejo minhas movimentacoes  onde visualizo meu extrato  onde visualizo meus saldos  onde visualizo minhas movimentacoes  participante pagou e nao esta aparecendo no saldo  ver extrato  ver movimentacoes  ver saldo  visualizar movimentacoes  visualizar saldo,"O extrato financeiro está disponível aos participantes, através do aplicativo da Quanta.
•  Menu Serviços> Extratos> Selecionar período desejado> Selecionar Visualizar PDF ou Enviar por e-mail

Mas o procedimento para obter o extrato financeiro dos participantes também pode ser feito através da Plataforma. É importante verificar o período selecionado antes de realizar a emissão
•  Iniciar atendimento> buscar pelo cooperado> Meu plano> Extrato> Exportar para PDF

Importante! Os extratos financeiros dos participantes são atualizados diariamente, contudo, ao emiti-lo, serão apresentados os valores da cota de dois dias atrás.

O prazo de cotização dos valores aportados é de 5 dias úteis."
A Quanta aceita pagametno via pix?,"O pagamento via PIX está disponível apenas para Contribuições Extras, que podem ser programadas através da Plataforma e Aplicativo. O valor mínimo é de R$30,00 para este meio de pagamento. Ao solicitar, informe o valor desejado e escolha o método de confirmação (SMS ou e-mail), conforme desejado pelo participante.

• Plataforma: Iniciar atendimento > Localizar o participante > Menu contribuições > Contribuição extra > Selecionar o tipo de contribuição > Inserir o valor > Vencimento > Avançar > Validar com token.

• App: Menu serviços > Pagamentos > Fazer contribuição extra.

Posteriormente, por meio deste canal de comunicação selecionado, o participante receberá um contato do ASAAS que incluirá um link para a página de pagamento, juntamente com mais detalhes sobre o plano e o aporte em questão.

Ao acessar o link, uma página com as informações do aporte e opções de pagamento via PIX ou boleto bancários será exibida. Após o pagamento via PIX, uma notificação de confirmação será exibida, juntamente com o comprovante de pagamento.

Atenção: Visando prevenir possíveis fraudes, recomendamos verificar se o nome PLANO DE BENEFICIOS PREVIDENCIARIOS e o CNPJ 48.307.635/0001-62 no plano correspondem aos da QUANTA.

Confira e adicione o endereço de e-mail mailto:cobrancas+3390493@asaas.com aos contatos."
,"Talvez eu possa te ajudar, você gostaria de falar sobre o que?"
Qual é a modalidade dos planos?,"O Plano é estruturado na modalidade de contribuição definida. Com isso, cada participante ou seu beneficiário recebe tudo o que foi poupado em seu nome conforme regulamento. Esta estrutura oferece preservação de capital acumulado, pois ninguém se beneficia da poupança de outro.

Para mais informações sobre os tipos de benefícios, selecione uma das opções abaixo:"
Eu consigo falar com a Central por auqi?,"Esse chat já faz parte da central de relacionamento da Quanta! 😄 Se você preferir nos enviar um e-mail:  clique no ícone de envelope, logo abaixo, com nome ABRIR CHAMADO;<br>"
"Pode encerrar, já me ajudou","Fico feliz em te ajudar! Se puder me avalie, a seguir serão mostradas as estrelas que classificam meu atendimento, em que um significa que não consegui te atender como gostaria, e cinco quando sanei todas as suas dúvidas. Clicando nessas estrelas me ajuda muito a melhorar. 😉"
onde encontro os formularios  onde localizo os formularios,Os formulários estão disponíveis no SOP > Manutenção do plano > Formulários e Manuais.
fgc  fundo garantidor  fundo garantidor de credito  fundo gc,"Informo que nenhuma previdência tem Fundo garantidor de Crédito. Saliento que o patrimônio do participante no Plano está segregado (separado) do patrimônio da Quanta Previdência, bem como do patrimônio do Instituidor, ou seja, todo recurso do participante fica no CPF dele.<br>
As instituições associadas (FGC) são todos os bancos múltiplos, comerciais, de investimento ou desenvolvimento a Caixa Econômica Federal sociedades de crédito, financiamento e investimento sociedades de crédito imobiliário companhias hipotecárias e associações de poupança e empréstimo."
Quem são os gestores?,"Os gestores dos Planos são: Somma, Quantitas, Capitania, Claritas, BTG Pactual, Ocena, e Franklin, além da Mongeral Aegon que faz a gestão das proteções contratadas."
